title,artist,audio_url,lyrics,tags,hint,answer
인사,멜로망스,https://singsonggame.s3.amazonaws.com/audios/인사_멜로망스_trimmed.mp3,"웃고 떠들던 날들
두 손을 잡아준 채로
너의 행복을 빌어주었던
사소한 기쁨
그게 우릴 채워줬고
설레임으로 잠들던 날들
누구나 다 할 수 있는 일이라
흔하다 생각하겠지만
When I'm thinkin' bout you
많은 사람 중 한 사람 내게
전부가 되었단 말을 이제 알아서
When I'm thinkin' bout you
흔하다고 생각했던 우리 모습이
너와 내 전부가 될 거야","10년대,남자 가수,발라드,인디,케이팝",ㅇㅅ,인사
축제,멜로망스,https://singsonggame.s3.amazonaws.com/audios/축제_멜로망스_trimmed.mp3,"모든 막이 내리고
축제가 끝나도
그대의 마음 안엔
언제나 빛으로 남아있길
우리 처음 만났었던 순간
풋풋했던 서로의 모습들
웃음이 터져 나오고
참을 수조차 없는
즐거움이 전부였었죠
우리만의 축제가
시작되려는 날엔
아름다운 동화가
눈앞에서 써지고 있었죠","10년대,남자 가수,발라드,인디,케이팝",ㅊㅈ,축제
사랑인가 봐,멜로망스,https://singsonggame.s3.amazonaws.com/audios/사랑인가봐_멜로망스_trimmed.mp3,"너와 함께 하고 싶은 일들을 상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
","2022,OST,남자 가수,발라드,인디,케이팝",ㅅㄹㅇㄱ ㅂ,사랑인가봐
찬란한 하루,멜로망스,https://singsonggame.s3.amazonaws.com/audios/찬란한하루_멜로망스_trimmed.mp3,"너무나 익숙한 안녕과
조금은 어색한 침묵들도
너와 나눴던 평범함들이
내게는 빛나는 설렘이야
가끔은 이렇게
좋아도 될까 불안해져
사랑에 빠진 요즘 내 모습들이
조금은 어색해
하루 온종일 너와 보낸 하루에
머물러 있어
가끔은 이렇게
행복한 나를 믿지 못해
사랑에 빠진 요즘 내 모습들이
조금은 어색해","2023,남자 가수,발라드,인디,케이팝",ㅊㄹㅎ ㅎㄹ,찬란한하루
아무 날의 서프라이즈,멜로망스,https://singsonggame.s3.amazonaws.com/audios/아무날의서프라이즈_멜로망스_trimmed.mp3,"기뻐할 모습 상상하면서
기억해 뒀던 꽃집에 들러
사랑을 맹세한단 꽃말을 찾아보고
분홍색 장미 한 송이 들고
내 맘을 적은 편지 한 장
준비를 하고서 기다리고 있지
오늘 사둔 꽃 한송일 들고서
사랑해로 끝을 맺는 편지로
뻔한 기념일보다 기분 좋을 수 있는
우리를 위한 아무 날의 서프라이즈
익숙한 실루엣이 보이고
오늘 준비한 작은 축제를
혹시나 망칠까 봐
내 맘을 졸이면서","2025,남자 가수,발라드,인디,케이팝",ㅇㅁ ㄴㅇ ㅅㅍㄹㅇㅈ,아무날의서프라이즈
Replay,샤이니,https://singsonggame.s3.amazonaws.com/audios/Replay_SHINee_trimmed.mp3,"누난 너무 예뻐서
남자들이 가만 안 둬
흔들리는 그녀의 맘 사실 알고 있어
그녀에게 사랑은
한순간의 느낌일 뿐
뭐라 해도 나에겐 삶의 everything
아마 그녀는 어린 내가
부담스러운가봐
날 바라보는 눈빛이 말해주잖아
And I think I'm gonna hate it, girl
끝이 다가오는 걸
가슴이 말해준다, 누가 뭐래도
누난 너무 예뻐 (그-그녀를 보는 나는)
미쳐 (하-하지만 이젠 지쳐)
추억이 내 맘을 할퀴어 (아-아파서 이젠 맘을)","00년대,남자 가수,남자 아이돌,댄스,케이팝",r_____,replay
Juliette,샤이니,https://singsonggame.s3.amazonaws.com/audios/Juliette_SHINee_trimmed.mp3,"Yeah
쏟아 질듯 한 달빛 역시 어두워
터질 듯 타는 횃불 너도 마찬가지
그녀에게 빛이 나는 법을 배워야 해
그녈 보면 눈이 멀어버릴 꺼야
제발 기회를 줘요
날 보는 눈 마치
널 안고 싶어서
안달 난 내게 장난치는 여우같아
속삭여 나의 세레나데
Uh, 달콤한 중독 활활 불타오르는 유혹
Lip, 쓴 독이라도 (I’m Romeo)
그댈 지키는 기사도
유리병에 갇힌 사랑은 빨간 신호
그댄 이미 온 세상의 중심 (Huh)","00년대,남자 가수,남자 아이돌,댄스,케이팝",j_______,juliette
링딩동,샤이니,https://singsonggame.s3.amazonaws.com/audios/RingDingDong_SHINee_trimmed.mp3,"Baby
네게 반해버린 내게 왜 이래?
두렵다고 물러서지 말고
그냥 내게 맡겨봐라 어때, my lady?
Ring-ding-dong, ring-ding-dong
Ring-diggy-ding, diggy-ding-ding-ding
Ring-ding-dong, ring-ding-dong
Ring-diggy-ding, diggy-ding-ding-ding
Ring-ding-dong, ring-ding-dong
Ring-diggy-ding, diggy-ding-ding-ding
Ring-ding-dong, ring-ding-dong
Ring-diggy-ding, diggy-ding-ding-ding
Butterfly, 너를 만난 첫 순간
눈이 번쩍 머린 stop, 벨이 딩동 울렸어
난 말야, 멋진 놈, 착한 놈, 그런 놈은 아니지만","00년대,남자 가수,남자 아이돌,댄스,케이팝",ㄹㄷㄷ,링딩동
Lucifer,샤이니,https://singsonggame.s3.amazonaws.com/audios/Lucifer_SHINee_trimmed.mp3,"숨을 곳도 찾지 못해 나는
피하려고 애써 봐도 거부조차 할 수 없는
네게 갇혀버린 나
사랑이었다면 정말 사랑했던 거라면
내게 이러지는 말아
나를 묶고 가둔다면 사랑도 묶인 채
미래도 묶인 채 커질 수 없는데
자유롭게 비워놓고 바라봐
오직 너만 채울게, 너만 가득 채울게
다가서면 너는 마치 천사같은 얼굴로
나를 사는 이유라 말하고 말하고
너를 처음 봤을 때
짧은 순간 멈춰 버렸지
누가 마치 내 심장을
꽉 쥔 채 놓지 않는 것 처럼 (아직까지도)","10년대,남자 가수,남자 아이돌,댄스,케이팝",l______,lucifer
Hello,샤이니,https://singsonggame.s3.amazonaws.com/audios/Hello_SHINee_trimmed.mp3,"이럴 때를 보면, 나
어리기는 한가봐
눈 앞에 두고도 어찌 할 줄 몰라
어떻게들 사랑을
시작하고 있는지
사랑하는 사람들 말해줘요
언젠가 그녀 손을 잡아 볼 날 올까요?
감은 두 눈 위에 kiss하는 날도 와줄까요?
나름대로 용길 냈어요
잠시얘기 할래요?
내가 좀 서툴진 몰라도
Who knows? 어쩜 우린 *잘 될지도 몰라*
내가 다가서야 하는지
좀 더 기다려야 하는지
모두 다른 말을 하는 게 더 어려워 (믿을 수 없겠죠)","10년대,남자 가수,남자 아이돌,댄스,케이팝",h____,hello
Dream Girl,샤이니,https://singsonggame.s3.amazonaws.com/audios/DreamGirl_SHINee_trimmed.mp3,"어디서부터 시작됐는지
그게 중요한 게 아냐
지금 내 눈엔 너무 완벽한
네 모습만 보이는 걸
회색 빛 이 세상에
네 입술만 붉게 빛나
입을 맞추려던 그 순간
또 꿈에서 깨네-에
아직도 네 얼굴이 이렇게 생생한데
잡았던 손의 온기가 이렇게 따스한데
밤이면 내게 다가와 아침이 되면 사라져
매일 이렇게 똑같이 너를 보낼 순 없는데
Baby 모두 꿈인 걸 알지만
Baby 오 제발 날 떠나지 말아
잠깐만 멈춰서 이건 꿈이 아닌데","10년대,남자 가수,남자 아이돌,댄스,케이팝",dream ____,dreamgirl
Everybody,샤이니,https://singsonggame.s3.amazonaws.com/audios/Everybody_SHINee_trimmed.mp3,"잠든 이 밤을 깨워
늘 어른스런 가면 뒤에 가려져 있는
소녀의 눈빛과 같은 반짝임 눈부셔
한 번쯤 철 없이 굴고 싶었을 걸
니 가슴 안에 사는 너를 닮은 그 애처럼
이 밤의 틈새를 파고든 순간
첨 듣는 리듬이 널 찾아 간 시간
난 마치 피리 부는 사내처럼
넌 마치 꿈을 꾸는 아이처럼
자 모두 함께 나를 따라 발을 맞춰
니 맘을 흔들어
잠든 이 밤을 깨워
질서정연 할 이유는 없어
감출 수 없는 흥분에 휘파람을 불어
거리를 가득 채운 저마다의 빛","10년대,남자 가수,남자 아이돌,댄스,케이팝",e________,everybody
View,샤이니,https://singsonggame.s3.amazonaws.com/audios/View_SHINee_trimmed.mp3,"모두 할 말을 잃지 like you
달콤히 찍어 문 빛의 퐁듀
보이기 시작한 음의 색도
예민해진 걸 느껴 뚜렷한 색감과 여섯 번째 감각
Tonight is the night
좀 거칠어도 좋아
더 민감히 굴어봐
더는 숨기지 말아줘
너무 아름다운 (그곳으로)
너무 아름다운 (데려가 줘)
더 보여줘 다음 (더 보여줘)
저 하늘을 곱게 접는 이 바다를 병에 담는 시간도
편히 걷는 꿈들을 이뤄 난 (By my side)
상상한 게 뭐든 전부 보여 줄게
이제 말해봐, yeah, yeah","10년대,남자 가수,남자 아이돌,댄스,케이팝",v___,view
1 of 1,샤이니,https://singsonggame.s3.amazonaws.com/audios/1of1_SHINee_trimmed.mp3,"하루 중에 1분 1초 다르듯
날마다 넌 새로워져
하나 중에 그중에 제일 첫 번째
유일하단 뜻인 거야 너
나를 부르는 네 목소리
사뿐하게 다가와서 내 귓가에 미끄러져
손에 감겨오는 네 손길이
처음 만나는 저 눈부신
세상으로 나를 이끌어
오직 하나
틀림없이 나의 답인 너
완벽해
비교할 수 없는 넌 이미
내 세상의 유일한 의미
하나의 이름 너라는 사람에","10년대,남자 가수,남자 아이돌,댄스,케이팝",1 중의 1,1of1
Don't Call Me,샤이니,https://singsonggame.s3.amazonaws.com/audios/Don'tCallMe_SHINee_trimmed.mp3,"I promise to tell the truth
And nothing but the truth
Don't call me
Don't call (Ayy, ayy, ayy)
깊어진 밤 집요하게 벨이 울려 It's your calling
고집스럽고 지독하지 그게 바로 너 Still call
너는 쉽게 포기 못해 그 성질 버리지 못해
온종일 내 이름만 서치해 내 흔적들을 찾아 핥아 대
내 아침을 망치곤 해 그 패턴은 뻔해 관심 꺼줄래
I know where you came from
한때는 나의 Shawty 사라져 줄래 저리
Don't think about calling
넌 못 버티겠지 집착뿐이겠지
나처럼 잘한 사람 없을 거니까
너도 참 피곤했지 전부 꾸며대니","2021,남자 가수,남자 아이돌,댄스,케이팝",don'_ ____ __,don'tcallme
Atlantis,샤이니,https://singsonggame.s3.amazonaws.com/audios/Atlantis_SHINee_trimmed.mp3,"미지의 그 영역을 찾게 한 순간
묻혔던 감각들을 깨워낸 듯한 그곳은
중력보다 강하게 또 아주 깊숙하게
헤어나지 못할 끝까지 끌어당겨 날
It's like we're underwater (We're under the water)
점점 깊어져 가
밀려오는 널 품에 안을게
내 숨을 가져가 (가져가)
My love goes deep, deep, deep
깊어진 your ocean, 짙어진 emotion
My love goes deep, deep
파란 속에 내 온몸을 맡긴 채
너를 향해, yeah, yeah, yeah
좀 더 숨겨 놔 은밀히 다
어디든 가, I'm coming for you","2021,남자 가수,남자 아이돌,댄스,케이팝",a_______,atlantis
HARD,샤이니,https://singsonggame.s3.amazonaws.com/audios/HARD_SHINee_trimmed.mp3,"Bring the fire
거침없이, yeah (Hey, woo)
기나긴 밤 이겨냈지 (이겨냈지)
선명한 너의 그 상처는 빛났어
Oh, 주먹 쥐고 턱을 올려
그래 Ad Astra
아득한 미래도 내 손안에 잡아
Feeling like a rockstar
Lights on us
쏟아지는 갈채속의 fire
밤이 녹을 만큼, 뜨겁고 진한
새로운 히트, 멈추지 못 했다지?
Yeah, 멋 내 봐 맛을 봐, 누가 누가 와
걸음은 King Kong
그 놈 참 물건","2023,남자 가수,남자 아이돌,댄스,케이팝",h___,hard
The Feeling,샤이니,https://singsonggame.s3.amazonaws.com/audios/TheFeeling_SHINee_trimmed.mp3,"I want to feel (Feel)
Tonight, let it all go 뒤를 돌아보기엔
언제나 한발 앞선
느낌들을 따라가, 'cause life goes on
단 하루도 멈춰본 적 없어 난
곧게 날아가, I'm feeling so alive
내 어둠을 태워 빛을 보여줄게 (Oh-oh-oh-oh-oh)
긴 포물선을 그려 길을 내어 줄게
네가 어디 있든 right 고개 들어봐 (Oh-oh-oh-oh-oh)
난 작은 조각까지 널 비출게
I wanna feel
I wanna feel it, I wanna feel again
Oh-oh-oh, oh-oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh-oh-oh
I wanna feel it","2023,남자 가수,남자 아이돌,댄스,케이팝",the _______,thefeeling
Poet,샤이니,https://singsonggame.s3.amazonaws.com/audios/Poet_SHINee_trimmed.mp3,"나를 기다려 왔다 말해줘
왜 (왜) 이제 왔냐 투정 부려줘
내가 네 꿈이라 말해줘
유일한 빛이야 넌 활짝 핀 꽃이야
시적 허용이 가능해 너의 아름다움에
지쳐 어지러워 난, ooh, yeah
파이란 (하늘이)
빨이얄간 (입술이)
까이야만 (눈빛이)
날 바라 보고 있어
오해하지 마, 날 틀에 가두지 마, ah
하이얀 손끝 마주친 그 순간에 (Come on)
가만있지 마, 넌 또 나랑 있잖아
다 모여, 모여라, la-la, la-la, louder
마지막처럼 바람도 사이 좋게 불잖아","2025,남자 가수,남자 아이돌,댄스,케이팝",p___,poet
미아,아이유,https://singsonggame.s3.amazonaws.com/audios/미아_아이유_trimmed.mp3,"그만 일어나 가야 하는 걸 너무 잘 알고 있는데 왜 난 주저 앉고 마는지
쏟아지는 빗물은 날 한 치 앞도 못 보게 해
몰아치는 바람은 단 한 걸음도 못 가게 해
벼랑 끝에 서 있는 듯이 난 무서워 떨고 있지만
작은 두 손을 모은 내 기도는 하나 뿐이야 돌아 와
이제는 눈물도 나오지 않아 울먹일 힘마저 없는 것 같아
우리 이별이 꿈이 아닌 걸 너무 잘 알고 있는데 왜 난 깨어나길 비는지
쏟아지는 빗물은 날 한 치 앞도 못 보게 해
몰아치는 바람은 단 한 걸음도 못 가게 해
벼랑 끝에 서 있는 듯이 난 무서워 떨고 있지만
작은 두 손을 모은 내 기도는 하나 뿐이야
아픈 내 가슴도 깊은 상처들도 나쁜 널 미워하는데
사진을 태우고 기억을 지워도 널 잊을 수 없나 봐 사랑해
쏟아지는 빗물은 날 한 치 앞도 못 보게 해
몰아치는 바람은 (네 곁에) 단 한 걸음도 (날 못가게 해) 못 가게 해","00년대,OST,댄스,발라드,여자 가수,케이팝",ㅁㅇ,미아
Boo,아이유,https://singsonggame.s3.amazonaws.com/audios/Boo_아이유_trimmed.mp3,"Think about it, (IU) check it, check (IU)
내가 별로라는 외몰 갖고 있는 너라고
많이 안 좋아하는 버릇도 모조리 다 갖추고 있어
어쩜 스치기만 해도 엄청나게 싫은 얼굴로 (No)
널 쳐다봤어 (미안하긴 했어)
네가 여자친구 없는 이유를 알겠어
다른 애들보다 조금 수준 떨어져
하지만 며칠 뒤에 어느새 나도 모르게
거짓말처럼 (네 생각만 나)
(언제나 나는) 난 너만 사랑하고파
그냥 네 곁에만 있고파
괜히 콧대 높고 쓸데 없이 눈만 높아서
나를 지나가는 남자도 모조리 다 점수를 매겨
이러네 저러네 말하고 꼼꼼하게 흠을 잡아도
좀 외로웠어 (바보같긴 했어)","2025,댄스,발라드,여자 가수,케이팝",b__,boo
좋은 날,아이유,https://singsonggame.s3.amazonaws.com/audios/좋은날_아이유_trimmed.mp3,"어쩜 이렇게 하늘은 더 파란 건지?
오늘따라 왜 바람은 또 완벽한지?
그냥 모르는 척
하나 못 들은 척
지워버린 척 딴 얘길 시작할까?
아무 말 못하게 입맞출까?
눈물이 차올라서 고갤 들어
흐르지 못하게 또 살짝 웃어
내게 왜 이러는지? 무슨 말을 하는지?
오늘 했던 모든 말 저 하늘 위로
한 번도 못했던 말
울면서 할 줄은 나 몰랐던 말
나는요 오빠가 좋은걸
어떡해?
새로 바뀐 내 머리가 별로였는지?","10년대,댄스,발라드,여자 가수,케이팝",ㅈㅇ ㄴ,좋은날
너랑 나,아이유,https://singsonggame.s3.amazonaws.com/audios/너랑나_아이유_trimmed.mp3,"시곌 보며 속삭이는 비밀들
간절한 내 맘속 이야기
지금 내 모습을 해쳐도 좋아
나를 재촉하면 할수록 좋아
내 이름 불러줘
손 틈새로 비치는
내 맘 들킬까 두려워
가슴이 막 벅차 서러워
조금만 꼭 참고 날 기다려줘
시계를 더 보채고 싶지만
네가 있던 미래에서
내 이름을 불러줘
내가 먼저 엿보고 온 시간들
너와 내가 함께였었지
나랑 놀아주는 그대가 좋아","10년대,댄스,발라드,여자 가수,케이팝",ㄴㄹ ㄴ,너랑나
분홍신,아이유,https://singsonggame.s3.amazonaws.com/audios/분홍신_아이유_trimmed.mp3,"길을 잃었다
어딜 가야 할까?
열두 개로 갈린 조각난 골목길
어딜 가면 너를 다시 만날까?
운명으로 친다면
내 운명을 고르자면
눈을 감고 걸어도 (Na, na, na, na, na)
맞는 길을 고르지
사라져버린 summer time
너의 두 눈이
나를 비추던 summer time
기다리기만 하는 내가 아냐
너를 찾아 뚜벅
내게 돌아올 summer time
찬 바람 불면","10년대,댄스,발라드,여자 가수,케이팝",ㅂㅎㅅ,분홍신
금요일에 만나요,아이유,https://singsonggame.s3.amazonaws.com/audios/금요일에만나요_아이유_trimmed.mp3,"월요일엔 아마 바쁘지 않을까
화요일도 성급해 보이지 안 그래
수요일은 뭔가 어정쩡한 느낌
목요일은 그냥 내가 왠지 싫어
우, 이번주 금요일
우, 금요일에 시간 어때요
주말까지 기다리긴 힘들어
시간아 달려라
시계를 더 보채고 싶지만
Mind control
일분 일초가 달콤해
이 남자 도대체 뭐야
사랑에 빠지지 않곤 못 배기겠어
온 종일 내 맘은
저기 시계바늘 위에 올라타","10년대,댄스,발라드,여자 가수,케이팝",ㄱㅇㅇㅇ ㅁㄴㅇ,금요일에만나요
스물셋,아이유,https://singsonggame.s3.amazonaws.com/audios/스물셋_아이유_trimmed.mp3,"I'm twenty three, 난 수수께끼 (Question)
뭐게요, 맞혀봐요 (Uh?)
I'm twenty three, 틀리지 말기 (Because)
난 몹시 예민해요 (맞혀봐)
다 큰 척해도 적당히 믿어줘요 (Hmm)
덜 자란 척해도 대충 속아줘요
난, 그래, 확실히 지금이 좋아요
아냐, 아냐, 사실은 때려 치고 싶어요
아, 알겠어요, 나는 사랑이 하고 싶어
아니 돈이나 많이 벌래 (맞혀봐)
(어느 쪽이게?) 얼굴만 보면 몰라
속마음과 다른 표정을 짓는 일
아주 간단하거든
(어느 쪽이게?) 사실은 나도 몰라
애초에 나는 단 한 줄의 거짓말도 쓴 적이 없거든","10년대,댄스,발라드,여자 가수,케이팝",ㅅㅁㅅ,스물셋
밤편지,아이유,https://singsonggame.s3.amazonaws.com/audios/밤편지_아이유_trimmed.mp3,"이 밤 그날의 반딧불을 당신의
창 가까이 보낼게요
음 사랑한다는 말이에요
나, 우리의 첫 입맞춤을 떠올려
그럼 언제든 눈을 감고
음 가장 먼 곳으로 가요
난 파도가 머물던
모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
늘 그리워 그리워
여기 내 마음속에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말이에요
어떻게 나에게
그대란 행운이 온 걸까","10년대,댄스,발라드,여자 가수,케이팝",ㅂㅍㅈ,밤편지
Palette,아이유,https://singsonggame.s3.amazonaws.com/audios/Palette_아이유_trimmed.mp3,"Like it (Like it)
Got this (Got this)
이상하게도 요즘엔 그냥 쉬운 게 좋아
하긴 그래도 여전히 코린 음악은 좋더라
Hot pink보다 진한 보라색을 더 좋아해, mmm
또 뭐더라?
단추 있는 pajamas, lipstick
좀 짓궂은 장난들
I like it, I'm twenty-five (Oh-oh)
날 좋아하는 거 알아
Oh, I got this, I'm truly fine (Oh-oh)
이제 조금 알 것 같아 날
긴 머리보다 반듯이 자른 단발이 좋아
하긴 그래도 ""좋은 날"" 부를 땐 참 예뻤더라
왜 그럴까 조금 촌스러운 걸 좋아해? Mmm","10년대,댄스,발라드,여자 가수,케이팝",p______,palette
